Monitoring Session Started: 2026-04-27 16:42:19.701861
Timestamp            | PID        | Process Name              | CPU %      | Mem (MB)  
2026-04-27 16:42:51  | 6816       | RuntimeBroker.exe         | 0.80       | 57.41     
2026-04-27 16:42:51  | 10996      | ProtonVPN.Client.exe      | 0.80       | 321.00    
2026-04-27 16:42:53  | 0          | System Idle Process       | 333.90     | 0.01      
2026-04-27 16:42:53  | 4          | System                    | 0.70       | 0.16      
2026-04-27 16:42:53  | 996        | svchost.exe               | 0.70       | 34.51     
2026-04-27 16:42:53  | 1080       | dwm.exe                   | 3.60       | 118.12    
2026-04-27 16:42:53  | 1472       | Code.exe                  | 19.50      | 300.84    
2026-04-27 16:42:53  | 1496       | python.exe                | 1.40       | 18.29     
2026-04-27 16:42:53  | 1920       | Code.exe                  | 2.20       | 452.30    
2026-04-27 16:42:53  | 2620       | ctfmon.exe                | 0.70       | 32.09     
2026-04-27 16:42:53  | 2636       | Code.exe                  | 2.10       | 136.70    
2026-04-27 16:42:53  | 3468       | MsMpEng.exe               | 3.50       | 242.61    
2026-04-27 16:42:53  | 3524       | Code.exe                  | 19.50      | 116.77    
2026-04-27 16:42:53  | 3840       | OpenConsole.exe           | 0.70       | 10.91     
2026-04-27 16:42:53  | 6516       | Code.exe                  | 4.10       | 205.91    
2026-04-27 16:42:53  | 7032       | Code.exe                  | 2.80       | 128.83    
2026-04-27 16:42:53  | 10996      | ProtonVPN.Client.exe      | 1.30       | 321.00    
2026-04-27 16:42:55  | 0          | System Idle Process       | 275.90     | 0.01      
2026-04-27 16:42:55  | 4          | System                    | 0.70       | 0.16      
2026-04-27 16:42:55  | 476        | SearchProtocolHost.exe    | 0.70       | 19.65     
2026-04-27 16:42:55  | 1080       | dwm.exe                   | 4.10       | 118.12    
2026-04-27 16:42:55  | 1472       | Code.exe                  | 27.60      | 298.95    
2026-04-27 16:42:55  | 1496       | python.exe                | 0.70       | 18.05     
2026-04-27 16:42:55  | 1920       | Code.exe                  | 33.90      | 472.77    
2026-04-27 16:42:55  | 2636       | Code.exe                  | 2.10       | 137.04    
2026-04-27 16:42:55  | 3468       | MsMpEng.exe               | 1.40       | 242.71    
2026-04-27 16:42:55  | 3524       | Code.exe                  | 14.40      | 117.47    
2026-04-27 16:42:55  | 3840       | OpenConsole.exe           | 0.70       | 10.91     
2026-04-27 16:42:55  | 6224       | svchost.exe               | 0.70       | 17.27     
2026-04-27 16:42:55  | 6516       | Code.exe                  | 1.40       | 205.56    
2026-04-27 16:42:55  | 7032       | Code.exe                  | 2.90       | 126.94    
2026-04-27 16:42:55  | 8220       | SearchIndexer.exe         | 0.70       | 32.24     
2026-04-27 16:42:55  | 10996      | ProtonVPN.Client.exe      | 3.00       | 321.00    
2026-04-27 16:42:57  | 0          | System Idle Process       | 325.20     | 0.01      
2026-04-27 16:42:57  | 708        | csrss.exe                 | 0.80       | 18.32     
2026-04-27 16:42:57  | 1080       | dwm.exe                   | 15.10      | 119.37    
2026-04-27 16:42:57  | 1472       | Code.exe                  | 15.00      | 299.12    
2026-04-27 16:42:57  | 1496       | python.exe                | 0.80       | 18.05     
2026-04-27 16:42:57  | 2636       | Code.exe                  | 0.80       | 136.71    
2026-04-27 16:42:57  | 3232       | svchost.exe               | 0.70       | 50.73     
2026-04-27 16:42:57  | 3416       | vmtoolsd.exe              | 0.70       | 22.63     
2026-04-27 16:42:57  | 3468       | MsMpEng.exe               | 0.70       | 242.71    
2026-04-27 16:42:57  | 3524       | Code.exe                  | 16.50      | 117.49    
2026-04-27 16:42:57  | 6516       | Code.exe                  | 0.80       | 205.92    
2026-04-27 16:42:57  | 7032       | Code.exe                  | 9.80       | 127.06    
2026-04-27 16:42:57  | 8220       | SearchIndexer.exe         | 0.80       | 32.25     
2026-04-27 16:42:57  | 9404       | TextInputHost.exe         | 0.80       | 119.79    
2026-04-27 16:42:59  | 0          | System Idle Process       | 359.80     | 0.01      
2026-04-27 16:42:59  | 996        | svchost.exe               | 0.80       | 34.45     
2026-04-27 16:42:59  | 1080       | dwm.exe                   | 3.00       | 118.53    
2026-04-27 16:42:59  | 1472       | Code.exe                  | 6.00       | 298.15    
2026-04-27 16:42:59  | 1800       | svchost.exe               | 0.80       | 19.07     
2026-04-27 16:42:59  | 2636       | Code.exe                  | 1.50       | 136.70    
2026-04-27 16:42:59  | 3388       | svchost.exe               | 0.80       | 20.44     
2026-04-27 16:42:59  | 3524       | Code.exe                  | 12.80      | 115.14    
2026-04-27 16:42:59  | 3840       | OpenConsole.exe           | 0.80       | 10.91     
2026-04-27 16:42:59  | 4280       | WmiPrvSE.exe              | 2.30       | 26.21     
2026-04-27 16:42:59  | 7032       | Code.exe                  | 1.50       | 127.14    
2026-04-27 16:43:01  | 0          | System Idle Process       | 363.80     | 0.01      
2026-04-27 16:43:01  | 4          | System                    | 0.80       | 0.16      
2026-04-27 16:43:01  | 708        | csrss.exe                 | 0.80       | 18.32     
2026-04-27 16:43:01  | 1472       | Code.exe                  | 2.30       | 299.52    
2026-04-27 16:43:01  | 1496       | python.exe                | 1.50       | 18.06     
2026-04-27 16:43:01  | 2620       | ctfmon.exe                | 0.80       | 32.09     
2026-04-27 16:43:01  | 2636       | Code.exe                  | 4.50       | 136.98    
2026-04-27 16:43:01  | 2832       | svchost.exe               | 0.80       | 9.94      
2026-04-27 16:43:01  | 2996       | sihost.exe                | 0.80       | 49.47     
2026-04-27 16:43:01  | 3524       | Code.exe                  | 12.00      | 115.14    
2026-04-27 16:43:01  | 6300       | svchost.exe               | 1.50       | 41.26     
2026-04-27 16:43:01  | 8220       | SearchIndexer.exe         | 0.80       | 32.29     
2026-04-27 16:43:01  | 10388      | vmtoolsd.exe              | 0.80       | 19.57     
2026-04-27 16:43:01  | 10996      | ProtonVPN.Client.exe      | 1.50       | 320.98    
2026-04-27 16:43:03  | 0          | System Idle Process       | 347.80     | 0.01      
2026-04-27 16:43:03  | 4          | System                    | 1.50       | 0.16      
2026-04-27 16:43:03  | 708        | csrss.exe                 | 0.80       | 18.32     
2026-04-27 16:43:03  | 1080       | dwm.exe                   | 3.00       | 118.54    
2026-04-27 16:43:03  | 1472       | Code.exe                  | 11.30      | 295.82    
2026-04-27 16:43:03  | 1496       | python.exe                | 0.80       | 18.06     
2026-04-27 16:43:03  | 2636       | Code.exe                  | 2.30       | 137.08    
2026-04-27 16:43:03  | 3524       | Code.exe                  | 11.30      | 115.04    
2026-04-27 16:43:03  | 3724       | vm3dservice.exe           | 0.80       | 9.45      
2026-04-27 16:43:03  | 3840       | OpenConsole.exe           | 0.80       | 10.97     
2026-04-27 16:43:03  | 8220       | SearchIndexer.exe         | 0.80       | 32.32     
2026-04-27 16:43:03  | 8264       | Code.exe                  | 0.80       | 114.45    
2026-04-27 16:43:03  | 10388      | vmtoolsd.exe              | 0.80       | 19.57     
2026-04-27 16:43:03  | 10996      | ProtonVPN.Client.exe      | 3.00       | 320.98    
2026-04-27 16:43:05  | 0          | System Idle Process       | 349.60     | 0.01      
2026-04-27 16:43:05  | 4          | System                    | 0.80       | 0.16      
2026-04-27 16:43:05  | 708        | csrss.exe                 | 0.80       | 18.32     
2026-04-27 16:43:05  | 1080       | dwm.exe                   | 2.30       | 118.53    
2026-04-27 16:43:05  | 1472       | Code.exe                  | 8.20       | 296.94    
2026-04-27 16:43:05  | 1496       | python.exe                | 1.50       | 18.06     
2026-04-27 16:43:05  | 2252       | svchost.exe               | 0.70       | 10.88     
2026-04-27 16:43:05  | 2636       | Code.exe                  | 3.00       | 136.74    
2026-04-27 16:43:05  | 3468       | MsMpEng.exe               | 0.70       | 242.58    
2026-04-27 16:43:05  | 3524       | Code.exe                  | 15.00      | 115.01    
2026-04-27 16:43:05  | 3840       | OpenConsole.exe           | 0.70       | 10.97     
2026-04-27 16:43:05  | 6516       | Code.exe                  | 0.80       | 205.89    
2026-04-27 16:43:05  | 7032       | Code.exe                  | 3.00       | 126.95    
2026-04-27 16:43:05  | 10996      | ProtonVPN.Client.exe      | 2.20       | 320.98    
2026-04-27 16:43:08  | 0          | System Idle Process       | 327.30     | 0.01      
2026-04-27 16:43:08  | 4          | System                    | 0.70       | 0.16      
2026-04-27 16:43:08  | 708        | csrss.exe                 | 0.70       | 18.32     
2026-04-27 16:43:08  | 1080       | dwm.exe                   | 6.00       | 118.41    
2026-04-27 16:43:08  | 1472       | Code.exe                  | 15.10      | 293.11    
2026-04-27 16:43:08  | 1496       | python.exe                | 0.80       | 18.06     
2026-04-27 16:43:08  | 2636       | Code.exe                  | 3.00       | 136.92    
2026-04-27 16:43:08  | 3524       | Code.exe                  | 22.60      | 113.04    
2026-04-27 16:43:08  | 7032       | Code.exe                  | 3.80       | 127.03    
2026-04-27 16:43:08  | 10996      | ProtonVPN.Client.exe      | 4.50       | 321.00    
